filepath,transcript,label
data/TESS/OAF_disgust\OAF_search_disgust.wav,OAF_search_disgust,disgust
data/TESS/OAF_disgust\OAF_seize_disgust.wav,OAF_seize_disgust,disgust
data/TESS/OAF_disgust\OAF_sell_disgust.wav,OAF_sell_disgust,disgust
data/TESS/OAF_disgust\OAF_shack_disgust.wav,OAF_shack_disgust,disgust
data/TESS/OAF_disgust\OAF_shall_disgust.wav,OAF_shall_disgust,disgust
data/TESS/OAF_disgust\OAF_shawl_disgust.wav,OAF_shawl_disgust,disgust
data/TESS/OAF_disgust\OAF_sheep_disgust.wav,OAF_sheep_disgust,disgust
data/TESS/OAF_disgust\OAF_shirt_disgust.wav,OAF_shirt_disgust,disgust
data/TESS/OAF_disgust\OAF_should_disgust.wav,OAF_should_disgust,disgust
data/TESS/OAF_disgust\OAF_shout_disgust.wav,OAF_shout_disgust,disgust
data/TESS/OAF_disgust\OAF_size_disgust.wav,OAF_size_disgust,disgust
data/TESS/OAF_disgust\OAF_soap_disgust.wav,OAF_soap_disgust,disgust
data/TESS/OAF_disgust\OAF_soup_disgust.wav,OAF_soup_disgust,disgust
data/TESS/OAF_disgust\OAF_sour_disgust.wav,OAF_sour_disgust,disgust
data/TESS/OAF_disgust\OAF_south_disgust.wav,OAF_south_disgust,disgust
data/TESS/OAF_disgust\OAF_sub_disgust.wav,OAF_sub_disgust,disgust
data/TESS/OAF_disgust\OAF_such_disgust.wav,OAF_such_disgust,disgust
data/TESS/OAF_disgust\OAF_sure_disgust.wav,OAF_sure_disgust,disgust
data/TESS/OAF_disgust\OAF_take_disgust.wav,OAF_take_disgust,disgust
data/TESS/OAF_disgust\OAF_talk_disgust.wav,OAF_talk_disgust,disgust
data/TESS/OAF_disgust\OAF_tape_disgust.wav,OAF_tape_disgust,disgust
data/TESS/OAF_disgust\OAF_team_disgust.wav,OAF_team_disgust,disgust
data/TESS/OAF_disgust\OAF_tell_disgust.wav,OAF_tell_disgust,disgust
data/TESS/OAF_disgust\OAF_thin_disgust.wav,OAF_thin_disgust,disgust
data/TESS/OAF_disgust\OAF_third_disgust.wav,OAF_third_disgust,disgust
data/TESS/OAF_disgust\OAF_thought_disgust.wav,OAF_thought_disgust,disgust
data/TESS/OAF_disgust\OAF_thumb_disgust.wav,OAF_thumb_disgust,disgust
data/TESS/OAF_disgust\OAF_time_disgust.wav,OAF_time_disgust,disgust
data/TESS/OAF_disgust\OAF_tip_disgust.wav,OAF_tip_disgust,disgust
data/TESS/OAF_disgust\OAF_tire_disgust.wav,OAF_tire_disgust,disgust
data/TESS/OAF_disgust\OAF_ton_disgust.wav,OAF_ton_disgust,disgust
data/TESS/OAF_disgust\OAF_tool_disgust.wav,OAF_tool_disgust,disgust
data/TESS/OAF_disgust\OAF_tough_disgust.wav,OAF_tough_disgust,disgust
data/TESS/OAF_disgust\OAF_turn_disgust.wav,OAF_turn_disgust,disgust
data/TESS/OAF_disgust\OAF_vine_disgust.wav,OAF_vine_disgust,disgust
data/TESS/OAF_disgust\OAF_voice_disgust.wav,OAF_voice_disgust,disgust
data/TESS/OAF_disgust\OAF_void_disgust.wav,OAF_void_disgust,disgust
data/TESS/OAF_disgust\OAF_vote_disgust.wav,OAF_vote_disgust,disgust
data/TESS/OAF_disgust\OAF_wag_disgust.wav,OAF_wag_disgust,disgust
data/TESS/OAF_disgust\OAF_walk_disgust.wav,OAF_walk_disgust,disgust
data/TESS/OAF_disgust\OAF_wash_disgust.wav,OAF_wash_disgust,disgust
data/TESS/OAF_disgust\OAF_week_disgust.wav,OAF_week_disgust,disgust
data/TESS/OAF_disgust\OAF_wheat_disgust.wav,OAF_wheat_disgust,disgust
data/TESS/OAF_disgust\OAF_when_disgust.wav,OAF_when_disgust,disgust
data/TESS/OAF_disgust\OAF_which_disgust.wav,OAF_which_disgust,disgust
data/TESS/OAF_disgust\OAF_whip_disgust.wav,OAF_whip_disgust,disgust
data/TESS/OAF_disgust\OAF_white_disgust.wav,OAF_white_disgust,disgust
data/TESS/OAF_disgust\OAF_wife_disgust.wav,OAF_wife_disgust,disgust
data/TESS/OAF_disgust\OAF_wire_disgust.wav,OAF_wire_disgust,disgust
data/TESS/OAF_disgust\OAF_witch_disgust.wav,OAF_witch_disgust,disgust
data/TESS/OAF_disgust\OAF_yearn_disgust.wav,OAF_yearn_disgust,disgust
data/TESS/OAF_disgust\OAF_yes_disgust.wav,OAF_yes_disgust,disgust
data/TESS/OAF_disgust\OAF_young_disgust.wav,OAF_young_disgust,disgust
data/TESS/OAF_disgust\OAF_youth_disgust.wav,OAF_youth_disgust,disgust
data/TESS/OAF_Fear\OAF_back_fear.wav,OAF_back_fear,fear
data/TESS/OAF_Fear\OAF_bar_fear.wav,OAF_bar_fear,fear
data/TESS/OAF_Fear\OAF_base_fear.wav,OAF_base_fear,fear
data/TESS/OAF_Fear\OAF_bath_fear.wav,OAF_bath_fear,fear
data/TESS/OAF_Fear\OAF_bean_fear.wav,OAF_bean_fear,fear
data/TESS/OAF_Fear\OAF_beg_fear.wav,OAF_beg_fear,fear
data/TESS/OAF_Fear\OAF_bite_fear.wav,OAF_bite_fear,fear
data/TESS/OAF_Fear\OAF_boat_fear.wav,OAF_boat_fear,fear
data/TESS/OAF_Fear\OAF_bone_fear.wav,OAF_bone_fear,fear
data/TESS/OAF_Fear\OAF_book_fear.wav,OAF_book_fear,fear
data/TESS/OAF_Fear\OAF_bought_fear.wav,OAF_bought_fear,fear
data/TESS/OAF_Fear\OAF_burn_fear.wav,OAF_burn_fear,fear
data/TESS/OAF_Fear\OAF_cab_fear.wav,OAF_cab_fear,fear
data/TESS/OAF_Fear\OAF_calm_fear.wav,OAF_calm_fear,fear
data/TESS/OAF_Fear\OAF_came_fear.wav,OAF_came_fear,fear
data/TESS/OAF_Fear\OAF_cause_fear.wav,OAF_cause_fear,fear
data/TESS/OAF_Fear\OAF_chain_fear.wav,OAF_chain_fear,fear
data/TESS/OAF_Fear\OAF_chair_fear.wav,OAF_chair_fear,fear
data/TESS/OAF_Fear\OAF_chalk_fear.wav,OAF_chalk_fear,fear
data/TESS/OAF_Fear\OAF_chat_fear.wav,OAF_chat_fear,fear
data/TESS/OAF_Fear\OAF_check_fear.wav,OAF_check_fear,fear
data/TESS/OAF_Fear\OAF_cheek_fear.wav,OAF_cheek_fear,fear
data/TESS/OAF_Fear\OAF_chief_fear.wav,OAF_chief_fear,fear
data/TESS/OAF_Fear\OAF_choice_fear.wav,OAF_choice_fear,fear
data/TESS/OAF_Fear\OAF_cool_fear.wav,OAF_cool_fear,fear
data/TESS/OAF_Fear\OAF_dab_fear.wav,OAF_dab_fear,fear
data/TESS/OAF_Fear\OAF_date_fear.wav,OAF_date_fear,fear
data/TESS/OAF_Fear\OAF_dead_fear.wav,OAF_dead_fear,fear
data/TESS/OAF_Fear\OAF_death_fear.wav,OAF_death_fear,fear
data/TESS/OAF_Fear\OAF_deep_fear.wav,OAF_deep_fear,fear
data/TESS/OAF_Fear\OAF_dime_fear.wav,OAF_dime_fear,fear
data/TESS/OAF_Fear\OAF_dip_fear.wav,OAF_dip_fear,fear
data/TESS/OAF_Fear\OAF_ditch_fear.wav,OAF_ditch_fear,fear
data/TESS/OAF_Fear\OAF_dodge_fear.wav,OAF_dodge_fear,fear
data/TESS/OAF_Fear\OAF_dog_fear.wav,OAF_dog_fear,fear
data/TESS/OAF_Fear\OAF_doll_fear.wav,OAF_doll_fear,fear
data/TESS/OAF_Fear\OAF_door_fear.wav,OAF_door_fear,fear
data/TESS/OAF_Fear\OAF_fail_fear.wav,OAF_fail_fear,fear
data/TESS/OAF_Fear\OAF_fall_fear.wav,OAF_fall_fear,fear
data/TESS/OAF_Fear\OAF_far_fear.wav,OAF_far_fear,fear
data/TESS/OAF_Fear\OAF_fat_fear.wav,OAF_fat_fear,fear
data/TESS/OAF_Fear\OAF_fit_fear.wav,OAF_fit_fear,fear
data/TESS/OAF_Fear\OAF_five_fear.wav,OAF_five_fear,fear
data/TESS/OAF_Fear\OAF_food_fear.wav,OAF_food_fear,fear
data/TESS/OAF_Fear\OAF_gap_fear.wav,OAF_gap_fear,fear
data/TESS/OAF_Fear\OAF_gas_fear.wav,OAF_gas_fear,fear
data/TESS/OAF_Fear\OAF_gaze_fear.wav,OAF_gaze_fear,fear
data/TESS/OAF_Fear\OAF_germ_fear.wav,OAF_germ_fear,fear
data/TESS/OAF_Fear\OAF_get_fear.wav,OAF_get_fear,fear
data/TESS/OAF_Fear\OAF_gin_fear.wav,OAF_gin_fear,fear
data/TESS/OAF_Fear\OAF_goal_fear.wav,OAF_goal_fear,fear
data/TESS/OAF_Fear\OAF_good_fear.wav,OAF_good_fear,fear
data/TESS/OAF_Fear\OAF_goose_fear.wav,OAF_goose_fear,fear
data/TESS/OAF_Fear\OAF_gun_fear.wav,OAF_gun_fear,fear
data/TESS/OAF_Fear\OAF_half_fear.wav,OAF_half_fear,fear
data/TESS/OAF_Fear\OAF_hall_fear.wav,OAF_hall_fear,fear
data/TESS/OAF_Fear\OAF_hash_fear.wav,OAF_hash_fear,fear
data/TESS/OAF_Fear\OAF_hate_fear.wav,OAF_hate_fear,fear
data/TESS/OAF_Fear\OAF_have_fear.wav,OAF_have_fear,fear
data/TESS/OAF_Fear\OAF_haze_fear.wav,OAF_haze_fear,fear
data/TESS/OAF_Fear\OAF_hire_fear.wav,OAF_hire_fear,fear
data/TESS/OAF_Fear\OAF_hit_fear.wav,OAF_hit_fear,fear
data/TESS/OAF_Fear\OAF_hole_fear.wav,OAF_hole_fear,fear
data/TESS/OAF_Fear\OAF_home_fear.wav,OAF_home_fear,fear
data/TESS/OAF_Fear\OAF_hurl_fear.wav,OAF_hurl_fear,fear
data/TESS/OAF_Fear\OAF_hush_fear.wav,OAF_hush_fear,fear
data/TESS/OAF_Fear\OAF_jail_fear.wav,OAF_jail_fear,fear
data/TESS/OAF_Fear\OAF_jar_fear.wav,OAF_jar_fear,fear
data/TESS/OAF_Fear\OAF_join_fear.wav,OAF_join_fear,fear
data/TESS/OAF_Fear\OAF_judge_fear.wav,OAF_judge_fear,fear
data/TESS/OAF_Fear\OAF_jug_fear.wav,OAF_jug_fear,fear
data/TESS/OAF_Fear\OAF_juice_fear.wav,OAF_juice_fear,fear
data/TESS/OAF_Fear\OAF_keen_fear.wav,OAF_keen_fear,fear
data/TESS/OAF_Fear\OAF_keep_fear.wav,OAF_keep_fear,fear
data/TESS/OAF_Fear\OAF_keg_fear.wav,OAF_keg_fear,fear
data/TESS/OAF_Fear\OAF_kick_fear.wav,OAF_kick_fear,fear
data/TESS/OAF_Fear\OAF_kill_fear.wav,OAF_kill_fear,fear
data/TESS/OAF_Fear\OAF_king_fear.wav,OAF_king_fear,fear
data/TESS/OAF_Fear\OAF_kite_fear.wav,OAF_kite_fear,fear
data/TESS/OAF_Fear\OAF_knock_fear.wav,OAF_knock_fear,fear
data/TESS/OAF_Fear\OAF_late_fear.wav,OAF_late_fear,fear
data/TESS/OAF_Fear\OAF_laud_fear.wav,OAF_laud_fear,fear
data/TESS/OAF_Fear\OAF_lean_fear.wav,OAF_lean_fear,fear
data/TESS/OAF_Fear\OAF_learn_fear.wav,OAF_learn_fear,fear
data/TESS/OAF_Fear\OAF_lease_fear.wav,OAF_lease_fear,fear
data/TESS/OAF_Fear\OAF_lid_fear.wav,OAF_lid_fear,fear
data/TESS/OAF_Fear\OAF_life_fear.wav,OAF_life_fear,fear
data/TESS/OAF_Fear\OAF_limb_fear.wav,OAF_limb_fear,fear
data/TESS/OAF_Fear\OAF_live_fear.wav,OAF_live_fear,fear
data/TESS/OAF_Fear\OAF_loaf_fear.wav,OAF_loaf_fear,fear
data/TESS/OAF_Fear\OAF_long_fear.wav,OAF_long_fear,fear
data/TESS/OAF_Fear\OAF_lore_fear.wav,OAF_lore_fear,fear
data/TESS/OAF_Fear\OAF_lose_fear.wav,OAF_lose_fear,fear
data/TESS/OAF_Fear\OAF_lot_fear.wav,OAF_lot_fear,fear
data/TESS/OAF_Fear\OAF_love_fear.wav,OAF_love_fear,fear
data/TESS/OAF_Fear\OAF_luck_fear.wav,OAF_luck_fear,fear
data/TESS/OAF_Fear\OAF_make_fear.wav,OAF_make_fear,fear
data/TESS/OAF_Fear\OAF_match_fear.wav,OAF_match_fear,fear
data/TESS/OAF_Fear\OAF_merge_fear.wav,OAF_merge_fear,fear
data/TESS/OAF_Fear\OAF_mess_fear.wav,OAF_mess_fear,fear
data/TESS/OAF_Fear\OAF_met_fear.wav,OAF_met_fear,fear
data/TESS/OAF_Fear\OAF_mill_fear.wav,OAF_mill_fear,fear
data/TESS/OAF_Fear\OAF_mob_fear.wav,OAF_mob_fear,fear
data/TESS/OAF_Fear\OAF_mode_fear.wav,OAF_mode_fear,fear
data/TESS/OAF_Fear\OAF_mood_fear.wav,OAF_mood_fear,fear
data/TESS/OAF_Fear\OAF_moon_fear.wav,OAF_moon_fear,fear
data/TESS/OAF_Fear\OAF_mop_fear.wav,OAF_mop_fear,fear
data/TESS/OAF_Fear\OAF_mouse_fear.wav,OAF_mouse_fear,fear
data/TESS/OAF_Fear\OAF_nag_fear.wav,OAF_nag_fear,fear
data/TESS/OAF_Fear\OAF_name_fear.wav,OAF_name_fear,fear
data/TESS/OAF_Fear\OAF_near_fear.wav,OAF_near_fear,fear
data/TESS/OAF_Fear\OAF_neat_fear.wav,OAF_neat_fear,fear
data/TESS/OAF_Fear\OAF_nice_fear.wav,OAF_nice_fear,fear
data/TESS/OAF_Fear\OAF_note_fear.wav,OAF_note_fear,fear
data/TESS/OAF_Fear\OAF_numb_fear.wav,OAF_numb_fear,fear
data/TESS/OAF_Fear\OAF_pad_fear.wav,OAF_pad_fear,fear
data/TESS/OAF_Fear\OAF_page_fear.wav,OAF_page_fear,fear
data/TESS/OAF_Fear\OAF_pain_fear.wav,OAF_pain_fear,fear
data/TESS/OAF_Fear\OAF_pass_fear.wav,OAF_pass_fear,fear
data/TESS/OAF_Fear\OAF_pearl_fear.wav,OAF_pearl_fear,fear
data/TESS/OAF_Fear\OAF_peg_fear.wav,OAF_peg_fear,fear
data/TESS/OAF_Fear\OAF_perch_fear.wav,OAF_perch_fear,fear
data/TESS/OAF_Fear\OAF_phone_fear.wav,OAF_phone_fear,fear
data/TESS/OAF_Fear\OAF_pick_fear.wav,OAF_pick_fear,fear
data/TESS/OAF_Fear\OAF_pike_fear.wav,OAF_pike_fear,fear
data/TESS/OAF_Fear\OAF_pole_fear.wav,OAF_pole_fear,fear
data/TESS/OAF_Fear\OAF_pool_fear.wav,OAF_pool_fear,fear
data/TESS/OAF_Fear\OAF_puff_fear.wav,OAF_puff_fear,fear
data/TESS/OAF_Fear\OAF_rag_fear.wav,OAF_rag_fear,fear
data/TESS/OAF_Fear\OAF_raid_fear.wav,OAF_raid_fear,fear
data/TESS/OAF_Fear\OAF_rain_fear.wav,OAF_rain_fear,fear
data/TESS/OAF_Fear\OAF_raise_fear.wav,OAF_raise_fear,fear
data/TESS/OAF_Fear\OAF_rat_fear.wav,OAF_rat_fear,fear
data/TESS/OAF_Fear\OAF_reach_fear.wav,OAF_reach_fear,fear
data/TESS/OAF_Fear\OAF_read_fear.wav,OAF_read_fear,fear
data/TESS/OAF_Fear\OAF_red_fear.wav,OAF_red_fear,fear
data/TESS/OAF_Fear\OAF_ring_fear.wav,OAF_ring_fear,fear
data/TESS/OAF_Fear\OAF_ripe_fear.wav,OAF_ripe_fear,fear
data/TESS/OAF_Fear\OAF_road_fear.wav,OAF_road_fear,fear
data/TESS/OAF_Fear\OAF_room_fear.wav,OAF_room_fear,fear
data/TESS/OAF_Fear\OAF_rose_fear.wav,OAF_rose_fear,fear
data/TESS/OAF_Fear\OAF_rot_fear.wav,OAF_rot_fear,fear
data/TESS/OAF_Fear\OAF_rough_fear.wav,OAF_rough_fear,fear
data/TESS/OAF_Fear\OAF_rush_fear.wav,OAF_rush_fear,fear
data/TESS/OAF_Fear\OAF_said_fear.wav,OAF_said_fear,fear
data/TESS/OAF_Fear\OAF_sail_fear.wav,OAF_sail_fear,fear
data/TESS/OAF_Fear\OAF_search_fear.wav,OAF_search_fear,fear
data/TESS/OAF_Fear\OAF_seize_fear.wav,OAF_seize_fear,fear
data/TESS/OAF_Fear\OAF_sell_fear.wav,OAF_sell_fear,fear
data/TESS/OAF_Fear\OAF_shack_fear.wav,OAF_shack_fear,fear
data/TESS/OAF_Fear\OAF_shall_fear.wav,OAF_shall_fear,fear
data/TESS/OAF_Fear\OAF_shawl_fear.wav,OAF_shawl_fear,fear
data/TESS/OAF_Fear\OAF_sheep_fear.wav,OAF_sheep_fear,fear
data/TESS/OAF_Fear\OAF_shirt_fear.wav,OAF_shirt_fear,fear
data/TESS/OAF_Fear\OAF_should_fear.wav,OAF_should_fear,fear
data/TESS/OAF_Fear\OAF_shout_fear.wav,OAF_shout_fear,fear
data/TESS/OAF_Fear\OAF_size_fear.wav,OAF_size_fear,fear
data/TESS/OAF_Fear\OAF_soap_fear.wav,OAF_soap_fear,fear
data/TESS/OAF_Fear\OAF_soup_fear.wav,OAF_soup_fear,fear
data/TESS/OAF_Fear\OAF_sour_fear.wav,OAF_sour_fear,fear
data/TESS/OAF_Fear\OAF_south_fear.wav,OAF_south_fear,fear
data/TESS/OAF_Fear\OAF_sub_fear.wav,OAF_sub_fear,fear
data/TESS/OAF_Fear\OAF_such_fear.wav,OAF_such_fear,fear
data/TESS/OAF_Fear\OAF_sure_fear.wav,OAF_sure_fear,fear
data/TESS/OAF_Fear\OAF_take_fear.wav,OAF_take_fear,fear
data/TESS/OAF_Fear\OAF_talk_fear.wav,OAF_talk_fear,fear
data/TESS/OAF_Fear\OAF_tape_fear.wav,OAF_tape_fear,fear
data/TESS/OAF_Fear\OAF_team_fear.wav,OAF_team_fear,fear
data/TESS/OAF_Fear\OAF_tell_fear.wav,OAF_tell_fear,fear
data/TESS/OAF_Fear\OAF_thin_fear.wav,OAF_thin_fear,fear
data/TESS/OAF_Fear\OAF_third_fear.wav,OAF_third_fear,fear
data/TESS/OAF_Fear\OAF_thought_fear.wav,OAF_thought_fear,fear
data/TESS/OAF_Fear\OAF_thumb_fear.wav,OAF_thumb_fear,fear
data/TESS/OAF_Fear\OAF_time_fear.wav,OAF_time_fear,fear
data/TESS/OAF_Fear\OAF_tip_fear.wav,OAF_tip_fear,fear
data/TESS/OAF_Fear\OAF_tire_fear.wav,OAF_tire_fear,fear
data/TESS/OAF_Fear\OAF_ton_fear.wav,OAF_ton_fear,fear
data/TESS/OAF_Fear\OAF_tool_fear.wav,OAF_tool_fear,fear
data/TESS/OAF_Fear\OAF_tough_fear.wav,OAF_tough_fear,fear
data/TESS/OAF_Fear\OAF_turn_fear.wav,OAF_turn_fear,fear
data/TESS/OAF_Fear\OAF_vine_fear.wav,OAF_vine_fear,fear
data/TESS/OAF_Fear\OAF_voice_fear.wav,OAF_voice_fear,fear
data/TESS/OAF_Fear\OAF_void_fear.wav,OAF_void_fear,fear
data/TESS/OAF_Fear\OAF_vote_fear.wav,OAF_vote_fear,fear
data/TESS/OAF_Fear\OAF_wag_fear.wav,OAF_wag_fear,fear
data/TESS/OAF_Fear\OAF_walk_fear.wav,OAF_walk_fear,fear
data/TESS/OAF_Fear\OAF_wash_fear.wav,OAF_wash_fear,fear
data/TESS/OAF_Fear\OAF_week_fear.wav,OAF_week_fear,fear
data/TESS/OAF_Fear\OAF_wheat_fear.wav,OAF_wheat_fear,fear
data/TESS/OAF_Fear\OAF_when_fear.wav,OAF_when_fear,fear
data/TESS/OAF_Fear\OAF_which_fear.wav,OAF_which_fear,fear
data/TESS/OAF_Fear\OAF_whip_fear.wav,OAF_whip_fear,fear
data/TESS/OAF_Fear\OAF_white_fear.wav,OAF_white_fear,fear
data/TESS/OAF_Fear\OAF_wife_fear.wav,OAF_wife_fear,fear
data/TESS/OAF_Fear\OAF_wire_fear.wav,OAF_wire_fear,fear
data/TESS/OAF_Fear\OAF_witch_fear.wav,OAF_witch_fear,fear
data/TESS/OAF_Fear\OAF_yearn_fear.wav,OAF_yearn_fear,fear
data/TESS/OAF_Fear\OAF_yes_fear.wav,OAF_yes_fear,fear
data/TESS/OAF_Fear\OAF_young_fear.wav,OAF_young_fear,fear
data/TESS/OAF_Fear\OAF_youth_fear.wav,OAF_youth_fear,fear
data/TESS/OAF_happy\OAF_back_happy.wav,OAF_back_happy,happy
data/TESS/OAF_happy\OAF_bar_happy.wav,OAF_bar_happy,happy
data/TESS/OAF_happy\OAF_base_happy.wav,OAF_base_happy,happy
data/TESS/OAF_happy\OAF_bath_happy.wav,OAF_bath_happy,happy
data/TESS/OAF_happy\OAF_bean_happy.wav,OAF_bean_happy,happy
data/TESS/OAF_happy\OAF_beg_happy.wav,OAF_beg_happy,happy
data/TESS/OAF_happy\OAF_bite_happy.wav,OAF_bite_happy,happy
data/TESS/OAF_happy\OAF_boat_happy.wav,OAF_boat_happy,happy
data/TESS/OAF_happy\OAF_bone_happy.wav,OAF_bone_happy,happy
data/TESS/OAF_happy\OAF_book_happy.wav,OAF_book_happy,happy
data/TESS/OAF_happy\OAF_bought_happy.wav,OAF_bought_happy,happy
data/TESS/OAF_happy\OAF_burn_happy.wav,OAF_burn_happy,happy
data/TESS/OAF_happy\OAF_cab_happy.wav,OAF_cab_happy,happy
data/TESS/OAF_happy\OAF_calm_happy.wav,OAF_calm_happy,happy
data/TESS/OAF_happy\OAF_came_happy.wav,OAF_came_happy,happy
data/TESS/OAF_happy\OAF_cause_happy.wav,OAF_cause_happy,happy
data/TESS/OAF_happy\OAF_chain_happy.wav,OAF_chain_happy,happy
data/TESS/OAF_happy\OAF_chair_happy.wav,OAF_chair_happy,happy
data/TESS/OAF_happy\OAF_chalk_happy.wav,OAF_chalk_happy,happy
data/TESS/OAF_happy\OAF_chat_happy.wav,OAF_chat_happy,happy
data/TESS/OAF_happy\OAF_check_happy.wav,OAF_check_happy,happy
data/TESS/OAF_happy\OAF_cheek_happy.wav,OAF_cheek_happy,happy
data/TESS/OAF_happy\OAF_chief_happy.wav,OAF_chief_happy,happy
data/TESS/OAF_happy\OAF_choice_happy.wav,OAF_choice_happy,happy
data/TESS/OAF_happy\OAF_cool_happy.wav,OAF_cool_happy,happy
data/TESS/OAF_happy\OAF_dab_happy.wav,OAF_dab_happy,happy
data/TESS/OAF_happy\OAF_date_happy.wav,OAF_date_happy,happy
data/TESS/OAF_happy\OAF_dead_happy.wav,OAF_dead_happy,happy
data/TESS/OAF_happy\OAF_death_happy.wav,OAF_death_happy,happy
data/TESS/OAF_happy\OAF_deep_happy.wav,OAF_deep_happy,happy
data/TESS/OAF_happy\OAF_dime_happy.wav,OAF_dime_happy,happy
data/TESS/OAF_happy\OAF_dip_happy.wav,OAF_dip_happy,happy
data/TESS/OAF_happy\OAF_ditch_happy.wav,OAF_ditch_happy,happy
data/TESS/OAF_happy\OAF_dodge_happy.wav,OAF_dodge_happy,happy
data/TESS/OAF_happy\OAF_dog_happy.wav,OAF_dog_happy,happy
data/TESS/OAF_happy\OAF_doll_happy.wav,OAF_doll_happy,happy
data/TESS/OAF_happy\OAF_door_happy.wav,OAF_door_happy,happy
data/TESS/OAF_happy\OAF_fail_happy.wav,OAF_fail_happy,happy
data/TESS/OAF_happy\OAF_fall_happy.wav,OAF_fall_happy,happy
data/TESS/OAF_happy\OAF_far_happy.wav,OAF_far_happy,happy
data/TESS/OAF_happy\OAF_fat_happy.wav,OAF_fat_happy,happy
data/TESS/OAF_happy\OAF_fit_happy.wav,OAF_fit_happy,happy
data/TESS/OAF_happy\OAF_five_happy.wav,OAF_five_happy,happy
data/TESS/OAF_happy\OAF_food_happy.wav,OAF_food_happy,happy
data/TESS/OAF_happy\OAF_gap_happy.wav,OAF_gap_happy,happy
data/TESS/OAF_happy\OAF_gas_happy.wav,OAF_gas_happy,happy
data/TESS/OAF_happy\OAF_gaze_happy.wav,OAF_gaze_happy,happy
data/TESS/OAF_happy\OAF_germ_happy.wav,OAF_germ_happy,happy
data/TESS/OAF_happy\OAF_get_happy.wav,OAF_get_happy,happy
data/TESS/OAF_happy\OAF_gin_happy.wav,OAF_gin_happy,happy
data/TESS/OAF_happy\OAF_goal_happy.wav,OAF_goal_happy,happy
data/TESS/OAF_happy\OAF_good_happy.wav,OAF_good_happy,happy
data/TESS/OAF_happy\OAF_goose_happy.wav,OAF_goose_happy,happy
data/TESS/OAF_happy\OAF_gun_happy.wav,OAF_gun_happy,happy
data/TESS/OAF_happy\OAF_half_happy.wav,OAF_half_happy,happy
data/TESS/OAF_happy\OAF_hall_happy.wav,OAF_hall_happy,happy
data/TESS/OAF_happy\OAF_hash_happy.wav,OAF_hash_happy,happy
data/TESS/OAF_happy\OAF_hate_happy.wav,OAF_hate_happy,happy
data/TESS/OAF_happy\OAF_have_happy.wav,OAF_have_happy,happy
data/TESS/OAF_happy\OAF_haze_happy.wav,OAF_haze_happy,happy
data/TESS/OAF_happy\OAF_hire_happy.wav,OAF_hire_happy,happy
data/TESS/OAF_happy\OAF_hit_happy.wav,OAF_hit_happy,happy
data/TESS/OAF_happy\OAF_hole_happy.wav,OAF_hole_happy,happy
data/TESS/OAF_happy\OAF_home_happy.wav,OAF_home_happy,happy
data/TESS/OAF_happy\OAF_hurl_happy.wav,OAF_hurl_happy,happy
data/TESS/OAF_happy\OAF_hush_happy.wav,OAF_hush_happy,happy
data/TESS/OAF_happy\OAF_jail_happy.wav,OAF_jail_happy,happy
data/TESS/OAF_happy\OAF_jar_happy.wav,OAF_jar_happy,happy
data/TESS/OAF_happy\OAF_join_happy.wav,OAF_join_happy,happy
data/TESS/OAF_happy\OAF_judge_happy.wav,OAF_judge_happy,happy
data/TESS/OAF_happy\OAF_jug_happy.wav,OAF_jug_happy,happy
data/TESS/OAF_happy\OAF_juice_happy.wav,OAF_juice_happy,happy
data/TESS/OAF_happy\OAF_keen_happy.wav,OAF_keen_happy,happy
data/TESS/OAF_happy\OAF_keep_happy.wav,OAF_keep_happy,happy
data/TESS/OAF_happy\OAF_keg_happy.wav,OAF_keg_happy,happy
data/TESS/OAF_happy\OAF_kick_happy.wav,OAF_kick_happy,happy
data/TESS/OAF_happy\OAF_kill_happy.wav,OAF_kill_happy,happy
data/TESS/OAF_happy\OAF_king_happy.wav,OAF_king_happy,happy
data/TESS/OAF_happy\OAF_kite_happy.wav,OAF_kite_happy,happy
data/TESS/OAF_happy\OAF_knock_happy.wav,OAF_knock_happy,happy
data/TESS/OAF_happy\OAF_late_happy.wav,OAF_late_happy,happy
data/TESS/OAF_happy\OAF_laud_happy.wav,OAF_laud_happy,happy
data/TESS/OAF_happy\OAF_lean_happy.wav,OAF_lean_happy,happy
data/TESS/OAF_happy\OAF_learn_happy.wav,OAF_learn_happy,happy
data/TESS/OAF_happy\OAF_lease_happy.wav,OAF_lease_happy,happy
data/TESS/OAF_happy\OAF_lid_happy.wav,OAF_lid_happy,happy
data/TESS/OAF_happy\OAF_life_happy.wav,OAF_life_happy,happy
data/TESS/OAF_happy\OAF_limb_happy.wav,OAF_limb_happy,happy
data/TESS/OAF_happy\OAF_live_happy.wav,OAF_live_happy,happy
data/TESS/OAF_happy\OAF_loaf_happy.wav,OAF_loaf_happy,happy
data/TESS/OAF_happy\OAF_long_happy.wav,OAF_long_happy,happy
data/TESS/OAF_happy\OAF_lore_happy.wav,OAF_lore_happy,happy
data/TESS/OAF_happy\OAF_lose_happy.wav,OAF_lose_happy,happy
data/TESS/OAF_happy\OAF_lot_happy.wav,OAF_lot_happy,happy
data/TESS/OAF_happy\OAF_love_happy.wav,OAF_love_happy,happy
data/TESS/OAF_happy\OAF_luck_happy.wav,OAF_luck_happy,happy
data/TESS/OAF_happy\OAF_make_happy.wav,OAF_make_happy,happy
